Vehicle Lighting System Analysis Results
==================================================

=== Initial Analysis ===
Light: Low Beam | Result: desactivated
Light: Parking Right | Result: activated | Mode: Fahren
Light: Parking Left | Result: activated | Mode: Fahren
Light: Right Turn | Result: activated | Mode: Fahren
Light: Low Beam | Result: activated | Mode: Wohnen
Light: High Beam | Result: deactivated | Mode: Wohnen
Light: Parking Right | Result: activated | Mode: Fahren
Light: Parking Left | Result: activated | Mode: Parking
Light: Right Turn | Result: activated | Mode: Fahren
Light: Left Turn | Result: activated | Mode: Fahren
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Left Turn | Result: activated | Mode: Fahren
Light: Parking Left | Result: activated | Mode: Parking
Light: Parking Left | Result: deactivated | Mode: Parking
Light: Parking Left | Result: activated | Mode: Parking
Light: Parking Left | Result: activated | Mode: Parking
Light: Parking Left | Result: activated | Mode: Parking
Light: Left Turn | Result: activated | Mode: Fahren
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Left Turn | Result: activated | Mode: Fahren
Light: Left Turn | Result: activated | Mode: Fahren
Light: Left Turn | Result: activated | Mode: Fahren
Light: Left Turn | Result: activated | Mode: Fahren
Light: Left Turn | Result: activated | Mode: Fahren
Light: Right Turn | Result: activated | Mode: Fahren
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Parking Right | Result: activated | Mode: Fahren
Light: Parking Left | Result: activated | Mode: Parking
Light: High Beam | Result: deactivated | Mode: Wohnen
Light: Low Beam | Result: activated | Mode: Wohnen
Light: Low Beam | Result: ON | Mode: Wohnen
Light: Low Beam | Result: OFF | Mode: Wohnen
Light: Low Beam | Result: ON | Mode: Wohnen
Light: Low Beam | Result: ON | Mode: Wohnen
Light: High Beam | Result: ON | Mode: Wohnen
Light: High Beam | Result: OFF | Mode: Wohnen
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Parking Left | Result: activated | Mode: Parking
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: OFF | Mode: Stand
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: OFF | Mode: Fahren
Light: Parking Left | Result: ON | Mode: Parking
Light: Parking Left | Result: ON | Mode: Parking
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Parking Left | Result: activated | Mode: Parking
Light: Hazard Lights | Result: ON | Mode: Stand
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | activated | Fahren
Light: High Beam | activated | Fahren
Light: High_Beam | ACTIVATED | Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High_Beam | ACTIVATED | Fahren
Light: High_Beam | ACTIVATED | Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: Parking Left | Result: ON | Mode: Parking
Light: High Beam | Result: ON | Mode: Fahren
Light: Parking Left | Result: ON | Mode: Parking
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: High_Beam | Result: ON | Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: activated | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: ACTIVATED | Mode: Fahren
Light: High Beam | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: High Beam | Result: OFF | Mode: Fahren
Light: Parking Left | Result: ON | Mode: Parking
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: OFF | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: OFF | Mode: Stand
Light: Parking Left | Result: ON | Mode: Parking
Light: Parking Left | Result: OFF | Mode: Parking
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: Low Beam | Result: ON | Mode: Wohnen
Light: Low Beam | Result: OFF | Mode: Wohnen
Light: Low Beam | Result: ON | Mode: Wohnen
Light: Low Beam | Result: OFF | Mode: Wohnen
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: ON | Mode: Fahren
Light: Left Turn | Result: OFF | Mode: Fahren
Light: Parking Left | Result: ON | Mode: Parking
Light: Parking Left | Result: OFF | Mode: Parking
Light: High Beam | Result: ON | Mode: Fahren
Light: High Beam | Result: OFF | Mode: Fahren
Light: Hazard Lights | Result: OFF | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: FAILED | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
Light: Hazard Lights | Result: FAILED | Mode: Stand
Light: Hazard Lights | Result: activated | Mode: Stand
Light: Hazard Lights | Result: ON | Mode: Stand
